itar,ihad,X_min,X_max,Q_min,Q_max,Z_min,Z_max,Mh_min,Mh_max,AUT
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2500401735765989,0.2685331503384051,0.29470658772377106,0.4883288722037706,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2500401735765989,0.2685331503384051,0.4883288722037706,0.6540962766142422,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2500401735765989,0.2685331503384051,0.6540962766142422,0.7713979445990157,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2500401735765989,0.2685331503384051,0.7713979445990157,0.8807707812341299,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2500401735765989,0.2685331503384051,0.8807707812341299,0.9962661323867988,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2500401735765989,0.2685331503384051,0.9962661323867988,1.1376243139634001,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2500401735765989,0.2685331503384051,1.1376243139634001,1.2975031843659965,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2500401735765989,0.2685331503384051,1.2975031843659965,1.5297003903552269,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2500401735765989,0.2685331503384051,1.5297003903552269,1.8359944492065414,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2500401735765989,0.2685331503384051,1.8359944492065414,3.028288948468818,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2685331503384051,0.2889068333647438,0.2839669632475415,0.5188541406523227,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2685331503384051,0.2889068333647438,0.5188541406523227,0.69230058377596,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2685331503384051,0.2889068333647438,0.69230058377596,0.7998584860841761,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2685331503384051,0.2889068333647438,0.7998584860841761,0.9070791178243071,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2685331503384051,0.2889068333647438,0.9070791178243071,1.026090457405851,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2685331503384051,0.2889068333647438,1.026090457405851,1.1757496497905622,0.1
1,1,0.000284677521052841,0.0012565802274362198,1.0000023011737733,1.024658054481055,0.2685331503384051,0.2889068333647438,1.1757496497905622,1.3578615900274056,0.1
